# Tm,Pos,Player,Season,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
2nd,C,Andrew Bynum,2012,24,LAL,400,600,0.667,33.0,,,60,35.2,18.7,11.8,1.4,0.5,1.9,0.558,0.2,0.692,8.0,0.183
2nd,G,Tony Parker,2012,29,SAS,367,600,0.612,41.0,,,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,7.1,0.177
2nd,F,Kevin Love,2012,23,MIN,365,600,0.608,16.0,,,55,39.0,26.0,13.3,2.0,0.9,0.5,0.448,0.372,0.824,10.0,0.223
2nd,G,Russell Westbrook,2012,23,OKC,239,600,0.398,5.0,,,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163
2nd,F,Blake Griffin,2012,22,LAC,170,600,0.283,0.0,,,66,36.2,20.7,10.9,3.2,0.8,0.7,0.549,0.125,0.521,9.2,0.185
3rd,G,Dwyane Wade,2012,30,MIA,235,600,0.392,1.0,,,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227
3rd,F,Carmelo Anthony,2012,27,NYK,154,600,0.257,1.0,,,55,34.1,22.6,6.3,3.6,1.1,0.4,0.43,0.335,0.804,6.2,0.16
3rd,G,Rajon Rondo,2012,25,BOS,142,600,0.237,4.0,,,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121
3rd,F,Dirk Nowitzki,2012,33,DAL,136,600,0.227,0.0,,,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175
3rd,C,Tyson Chandler,2012,29,NYK,60,600,0.1,4.0,,,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22
ORV,F,LaMarcus Aldridge,2012,26,POR,55,600,0.092,0.0,,,55,36.3,21.7,8.0,2.4,0.9,0.8,0.512,0.182,0.814,7.0,0.169
ORV,C,Marc Gasol,2012,27,MEM,52,600,0.087,0.0,,,65,36.5,14.6,8.9,3.1,1.0,1.9,0.482,0.083,0.748,8.2,0.166
ORV,G,Derrick Rose,2012,23,CHI,44,600,0.073,0.0,,,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6.0,0.211
ORV,F,Josh Smith,2012,26,ATL,33,600,0.055,0.0,,,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139
ORV,F,Paul Pierce,2012,34,BOS,31,600,0.052,0.0,,,61,34.0,19.4,5.2,4.5,1.1,0.4,0.443,0.366,0.852,7.0,0.161
ORV,C,Al Jefferson,2012,27,UTA,30,600,0.05,0.0,,,61,34.0,19.2,9.6,2.2,0.8,1.7,0.492,0.25,0.774,7.5,0.173
ORV,C,Pau Gasol,2012,31,LAL,27,600,0.045,0.0,,,65,37.4,17.4,10.4,3.6,0.6,1.4,0.501,0.259,0.782,8.3,0.165
ORV,G,Steve Nash,2012,37,PHO,24,600,0.04,0.0,,,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144
ORV,F,Kevin Garnett,2012,35,BOS,22,600,0.037,0.0,,,60,31.1,15.8,8.2,2.9,0.9,1.0,0.503,0.333,0.857,6.9,0.178
ORV,F,Tim Duncan,2012,35,SAS,18,600,0.03,0.0,,,58,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,5.9,0.174
ORV,G,Joe Johnson,2012,30,ATL,16,600,0.027,0.0,,,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145
ORV,G,Deron Williams,2012,27,NJN,14,600,0.023,0.0,,,55,36.3,21.0,3.3,8.7,1.2,0.4,0.407,0.336,0.843,4.1,0.099
ORV,F,Rudy Gay,2012,25,MEM,10,600,0.017,0.0,,,65,37.3,19.0,6.4,2.3,1.5,0.8,0.455,0.312,0.791,6.0,0.12
ORV,G,James Harden,2012,22,OKC,8,600,0.013,0.0,,,62,31.4,16.8,4.1,3.7,1.0,0.2,0.491,0.39,0.846,9.3,0.23
ORV,F,Luol Deng,2012,26,CHI,5,600,0.008,0.0,,,54,39.4,15.3,6.5,2.9,1.0,0.7,0.412,0.367,0.77,5.8,0.132
ORV,C,Roy Hibbert,2012,25,IND,5,600,0.008,0.0,,,65,29.8,12.8,8.8,1.7,0.5,2.0,0.497,0.0,0.711,6.2,0.154
ORV,G,Manu Ginóbili,2012,34,SAS,3,600,0.005,0.0,,,34,23.3,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,4.2,0.257
ORV,F,Danny Granger,2012,28,IND,3,600,0.005,0.0,,,62,33.3,18.7,5.0,1.8,1.0,0.6,0.416,0.381,0.873,6.7,0.155
ORV,C,Joakim Noah,2012,26,CHI,3,600,0.005,0.0,,,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0.0,0.748,9.0,0.223
ORV,F,Chris Bosh,2012,27,MIA,2,600,0.003,0.0,0.0,2.0,57,35.2,18.0,7.9,1.8,0.9,0.8,0.487,0.286,0.821,6.9,0.165
ORV,G,Monta Ellis,2012,26,TOT,2,600,0.003,0.0,0.0,2.0,58,36.6,20.4,3.4,6.0,1.5,0.3,0.433,0.308,0.796,2.6,0.059
ORV,C,Marcin Gortat,2012,27,PHO,2,600,0.003,0.0,0.0,2.0,66,32.0,15.4,10.0,0.9,0.7,1.5,0.555,0.0,0.649,7.6,0.172
ORV,F,Serge Ibaka,2012,22,OKC,2,600,0.003,0.0,0.0,2.0,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167
ORV,F,Paul Millsap,2012,26,UTA,2,600,0.003,0.0,0.0,2.0,64,32.8,16.6,8.8,2.3,1.8,0.8,0.495,0.226,0.792,7.8,0.179
ORV,F,Luis Scola,2012,31,HOU,2,600,0.003,0.0,0.0,2.0,66,31.3,15.5,6.5,2.1,0.5,0.4,0.491,0.0,0.773,3.4,0.08
ORV,C,DeMarcus Cousins,2012,21,SAC,1,600,0.002,0.0,0.0,1.0,64,30.5,18.1,11.0,1.6,1.5,1.2,0.448,0.143,0.702,4.2,0.104
ORV,F,David Lee,2012,28,GSW,1,600,0.002,0.0,0.0,1.0,57,37.2,20.1,9.6,2.8,0.9,0.4,0.503,0.0,0.782,5.0,0.113
1st,F,LeBron James,2013,28,MIA,595,595,1.0,119.0,0.0,0.0,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322
1st,F,Kevin Durant,2013,24,OKC,555,595,0.933,102.0,,,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291
1st,G,Chris Paul,2013,27,LAC,537,595,0.903,97.0,,,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287
1st,G,Kobe Bryant,2013,34,LAL,521,595,0.876,91.0,,,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,10.9,0.174
1st,C,Tim Duncan,2013,36,SAS,392,595,0.659,45.0,,,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191
2nd,F,Carmelo Anthony,2013,28,NYK,397,595,0.667,24.0,,,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184
2nd,G,Russell Westbrook,2013,24,OKC,306,595,0.514,20.0,,,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195
2nd,C,Marc Gasol,2013,28,MEM,295,595,0.496,38.0,,,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197
2nd,G,Tony Parker,2013,30,SAS,273,595,0.459,16.0,,,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206
2nd,F,Blake Griffin,2013,23,LAC,132,595,0.222,0.0,,,80,32.5,18.0,8.3,3.7,1.2,0.6,0.538,0.179,0.66,10.6,0.196
3rd,G,James Harden,2013,23,HOU,253,595,0.425,5.0,,,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206
3rd,C,Dwight Howard,2013,27,LAL,203,595,0.341,17.0,,,76,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,0.134
3rd,G,Dwyane Wade,2013,31,MIA,145,595,0.244,3.0,,,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192
3rd,F,David Lee,2013,29,GSW,79,595,0.133,0.0,,,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,9.1,0.15
3rd,F,Paul George,2013,22,IND,73,595,0.123,0.0,,,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145
ORV,C,Brook Lopez,2013,24,BRK,132,595,0.222,7.0,,,74,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0.0,0.758,9.0,0.191
ORV,G,Stephen Curry,2013,24,GSW,72,595,0.121,0.0,,,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18
ORV,F,LaMarcus Aldridge,2013,27,POR,62,595,0.104,0.0,,,74,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.143,0.81,7.2,0.124
ORV,F,Chris Bosh,2013,28,MIA,59,595,0.099,4.0,,,74,33.2,16.6,6.8,1.7,0.9,1.4,0.535,0.284,0.798,9.0,0.175
ORV,C,Joakim Noah,2013,27,CHI,56,595,0.094,3.0,,,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145
ORV,F,Zach Randolph,2013,31,MEM,45,595,0.076,0.0,,,76,34.3,15.4,11.2,1.4,0.8,0.4,0.46,0.087,0.75,7.9,0.145
ORV,C,Al Horford,2013,26,ATL,31,595,0.052,2.0,,,74,37.2,17.4,10.2,3.2,1.1,1.1,0.543,0.5,0.644,8.8,0.153
ORV,F,Paul Pierce,2013,35,BOS,24,595,0.04,0.0,,,77,33.4,18.6,6.3,4.8,1.1,0.4,0.436,0.38,0.787,7.2,0.135
ORV,C,Al Jefferson,2013,28,UTA,20,595,0.034,1.0,,,78,33.1,17.8,9.2,2.1,1.0,1.1,0.494,0.118,0.77,7.7,0.143
ORV,C,Tyson Chandler,2013,30,NYK,19,595,0.032,1.0,,,66,32.8,10.4,10.7,0.9,0.6,1.1,0.638,0.0,0.694,9.3,0.207
ORV,C,Roy Hibbert,2013,26,IND,9,595,0.015,0.0,,,79,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129
ORV,F,Luol Deng,2013,27,CHI,8,595,0.013,0.0,,,75,38.7,16.5,6.3,3.0,1.1,0.4,0.426,0.322,0.816,6.3,0.105
ORV,F,Kevin Garnett,2013,36,BOS,8,595,0.013,0.0,,,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133
ORV,G,Ty Lawson,2013,25,DEN,8,595,0.013,0.0,,,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141
ORV,F,Josh Smith,2013,27,ATL,7,595,0.012,0.0,,,76,35.3,17.5,8.4,4.2,1.2,1.8,0.465,0.303,0.517,4.2,0.075
ORV,G,Deron Williams,2013,28,BRK,6,595,0.01,0.0,,,78,36.4,18.9,3.0,7.7,1.0,0.4,0.44,0.378,0.859,10.9,0.184
ORV,F,Pau Gasol,2013,32,LAL,4,595,0.007,0.0,,,49,33.8,13.7,8.6,4.1,0.5,1.2,0.466,0.286,0.702,3.7,0.107
ORV,F,Serge Ibaka,2013,23,OKC,4,595,0.007,0.0,,,80,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181
ORV,C,Ömer Aşık,2013,26,HOU,3,595,0.005,0.0,,,82,30.0,10.1,11.7,0.9,0.6,1.1,0.541,0.0,0.562,5.5,0.108
ORV,F,Kenneth Faried,2013,23,DEN,3,595,0.005,0.0,,,80,28.1,11.5,9.2,1.0,1.0,1.0,0.552,0.0,0.613,7.8,0.167
ORV,G,Raymond Felton,2013,28,NYK,3,595,0.005,0.0,,,68,34.0,13.9,2.9,5.5,1.4,0.2,0.427,0.36,0.789,4.2,0.087
ORV,G,Kyrie Irving,2013,20,CLE,3,595,0.005,0.0,,,59,34.7,22.5,3.7,5.9,1.5,0.4,0.452,0.391,0.855,5.3,0.125
ORV,F,Carlos Boozer,2013,31,CHI,2,595,0.003,0.0,0.0,2.0,79,32.2,16.2,9.8,2.3,0.8,0.4,0.477,0.0,0.731,5.7,0.108
ORV,G,Mike Conley,2013,25,MEM,2,595,0.003,0.0,0.0,2.0,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172
ORV,F,David West,2013,32,IND,2,595,0.003,0.0,0.0,2.0,73,33.4,17.1,7.7,2.9,1.0,0.9,0.498,0.211,0.768,9.1,0.179
ORV,F,Rudy Gay,2013,26,TOT,1,595,0.002,0.0,0.0,1.0,75,35.8,18.2,6.1,2.7,1.5,0.7,0.416,0.323,0.814,4.0,0.072
ORV,F,J.J. Hickson,2013,24,POR,1,595,0.002,0.0,0.0,1.0,80,29.0,12.7,10.4,1.1,0.6,0.6,0.562,0.0,0.679,6.9,0.142
ORV,F,Andre Iguodala,2013,29,DEN,1,595,0.002,0.0,0.0,1.0,80,34.7,13.0,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097
ORV,F,Dirk Nowitzki,2013,34,DAL,1,595,0.002,0.0,0.0,1.0,53,31.3,17.3,6.8,2.5,0.7,0.7,0.471,0.414,0.86,5.0,0.145
ORV,F,Nikola Peković,2013,27,MIN,1,595,0.002,0.0,0.0,1.0,62,31.6,16.3,8.8,0.9,0.7,0.8,0.52,0.0,0.744,6.7,0.163
ORV,G,Rajon Rondo,2013,26,BOS,1,595,0.002,0.0,0.0,1.0,38,37.4,13.7,5.6,11.1,1.8,0.2,0.484,0.24,0.645,3.2,0.108
ORV,C,Nikola Vučević,2013,22,ORL,1,595,0.002,0.0,0.0,1.0,77,33.2,13.1,11.9,1.9,0.8,1.0,0.519,0.0,0.683,5.7,0.106
1st,F,Kevin Durant,2014,25,OKC,625,625,1.0,125.0,0.0,0.0,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295
1st,F,LeBron James,2014,29,MIA,623,625,0.997,124.0,1.0,0.0,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264
1st,C,Joakim Noah,2014,28,CHI,551,625,0.882,101.0,,,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19
1st,G,Chris Paul,2014,28,LAC,540,625,0.864,86.0,,,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27
1st,G,James Harden,2014,24,HOU,502,625,0.803,73.0,,,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221
2nd,G,Stephen Curry,2014,25,GSW,489,625,0.782,65.0,,,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225
2nd,F,Blake Griffin,2014,24,LAC,350,625,0.56,5.0,,,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205
2nd,F,Kevin Love,2014,25,MIN,237,625,0.379,2.0,,,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245
2nd,C,Dwight Howard,2014,28,HOU,226,625,0.362,9.0,,,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8.0,0.161
2nd,G,Tony Parker,2014,31,SAS,210,625,0.336,14.0,,,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141
3rd,F,LaMarcus Aldridge,2014,28,POR,191,625,0.306,4.0,,,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144
3rd,C,Al Jefferson,2014,29,CHA,191,625,0.306,4.0,,,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146
3rd,F,Paul George,2014,23,IND,171,625,0.274,4.0,,,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178
3rd,G,Damian Lillard,2014,23,POR,115,625,0.184,2.0,,,82,35.8,20.7,3.5,5.6,0.8,0.3,0.424,0.394,0.871,9.6,0.157
3rd,G,Goran Dragić,2014,27,PHO,115,625,0.184,1.0,,,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186
ORV,F,Carmelo Anthony,2014,29,NYK,86,625,0.138,1.0,,,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172
ORV,G,John Wall,2014,23,WAS,70,625,0.112,0.0,,,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128
ORV,F,Tim Duncan,2014,37,SAS,63,625,0.101,1.0,,,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164
ORV,G,DeMar DeRozan,2014,24,TOR,56,625,0.09,0.0,,,79,38.2,22.7,4.3,4.0,1.1,0.4,0.429,0.305,0.824,8.8,0.141
ORV,F,Anthony Davis,2014,20,NOP,40,625,0.064,1.0,,,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212
ORV,F,Dirk Nowitzki,2014,35,DAL,37,625,0.059,1.0,,,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199
ORV,G,Russell Westbrook,2014,25,OKC,32,625,0.051,1.0,,,46,30.7,21.8,5.7,6.9,1.9,0.2,0.437,0.318,0.826,5.2,0.178
ORV,G,Kyle Lowry,2014,27,TOR,29,625,0.046,0.0,,,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197
ORV,C,DeAndre Jordan,2014,25,LAC,21,625,0.034,0.0,,,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,0.0,0.428,11.1,0.186
ORV,C,Roy Hibbert,2014,27,IND,17,625,0.027,0.0,,,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108
ORV,C,Marc Gasol,2014,29,MEM,16,625,0.026,2.0,,,59,33.4,14.6,7.2,3.6,1.0,1.3,0.473,0.182,0.768,5.6,0.137
ORV,C,DeMarcus Cousins,2014,23,SAC,14,625,0.022,1.0,,,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0.0,0.726,7.9,0.166
ORV,G,Kyrie Irving,2014,21,CLE,7,625,0.011,0.0,,,71,35.2,20.8,3.6,6.1,1.5,0.3,0.43,0.358,0.861,6.7,0.128
ORV,G,Dwyane Wade,2014,32,MIA,6,625,0.01,0.0,,,54,32.9,19.0,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,0.149
ORV,G,Mike Conley,2014,26,MEM,4,625,0.006,0.0,,,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161
ORV,F,Serge Ibaka,2014,24,OKC,4,625,0.006,0.0,,,81,32.9,15.1,8.8,1.0,0.5,2.7,0.536,0.383,0.784,9.6,0.173
ORV,G,Joe Johnson,2014,32,BRK,4,625,0.006,0.0,,,79,32.6,15.8,3.4,2.7,0.6,0.1,0.454,0.401,0.815,4.9,0.091
ORV,F,Zach Randolph,2014,32,MEM,4,625,0.006,0.0,,,79,34.2,17.4,10.1,2.5,0.7,0.3,0.467,0.1,0.742,6.4,0.113
ORV,G,Lance Stephenson,2014,23,IND,3,625,0.005,0.0,,,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13
ORV,G,Ty Lawson,2014,26,DEN,2,625,0.003,0.0,0.0,2.0,62,35.8,17.6,3.5,8.8,1.6,0.2,0.431,0.356,0.798,6.3,0.136
ORV,F,Paul Millsap,2014,28,ATL,2,625,0.003,0.0,0.0,2.0,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129
ORV,F,Chris Bosh,2014,29,MIA,1,625,0.002,0.0,0.0,1.0,79,32.0,16.2,6.6,1.1,1.0,1.0,0.516,0.339,0.82,8.0,0.152
ORV,C,Andre Drummond,2014,20,DET,1,625,0.002,0.0,0.0,1.0,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182
ORV,G,Monta Ellis,2014,28,DAL,1,625,0.002,0.0,0.0,1.0,82,36.9,19.0,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078
ORV,F,Kawhi Leonard,2014,22,SAS,1,625,0.002,0.0,0.0,1.0,66,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193
1st,G,Stephen Curry,2015,26,GSW,645,645,1.0,129.0,0.0,0.0,80,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288
1st,F,LeBron James,2015,30,CLE,645,645,1.0,129.0,0.0,0.0,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199
1st,G,James Harden,2015,25,HOU,637,645,0.988,125.0,,,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265
1st,F,Anthony Davis,2015,21,NOP,625,645,0.969,119.0,,,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274
1st,C,Marc Gasol,2015,30,MEM,453,645,0.702,65.0,,,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182
2nd,G,Russell Westbrook,2015,26,OKC,397,645,0.616,10.0,,,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222
2nd,F,LaMarcus Aldridge,2015,29,POR,390,645,0.605,13.0,,,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165
2nd,G,Chris Paul,2015,29,LAC,335,645,0.519,1.0,,,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27
2nd,F,Pau Gasol,2015,34,CHI,242,645,0.375,15.0,,,78,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187
2nd,C,DeMarcus Cousins,2015,24,SAC,220,645,0.341,18.0,,,59,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144
3rd,F,Blake Griffin,2015,25,LAC,189,645,0.293,2.0,,,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183
3rd,C,DeAndre Jordan,2015,26,LAC,175,645,0.271,12.0,,,82,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217
3rd,F,Tim Duncan,2015,38,SAS,167,645,0.259,6.0,,,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207
3rd,G,Klay Thompson,2015,24,GSW,122,645,0.189,0.0,,,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172
3rd,G,Kyrie Irving,2015,22,CLE,112,645,0.174,0.0,,,75,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183
ORV,F,Kawhi Leonard,2015,23,SAS,155,645,0.24,0.0,,,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204
ORV,F,Paul Millsap,2015,29,ATL,70,645,0.109,0.0,,,73,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166
ORV,C,Al Horford,2015,28,ATL,64,645,0.099,1.0,,,76,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179
ORV,G,John Wall,2015,24,WAS,50,645,0.078,0.0,,,79,35.9,17.6,4.6,10.0,1.7,0.6,0.445,0.3,0.785,7.8,0.132
ORV,G,Jimmy Butler,2015,25,CHI,32,645,0.05,0.0,,,65,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214
ORV,G,Damian Lillard,2015,24,POR,22,645,0.034,0.0,,,82,35.7,21.0,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,0.174
ORV,F,Draymond Green,2015,24,GSW,9,645,0.014,0.0,,,79,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163
ORV,F,Zach Randolph,2015,33,MEM,7,645,0.011,0.0,,,71,32.5,16.1,10.5,2.2,1.0,0.2,0.487,0.35,0.765,7.2,0.149
ORV,G,Jeff Teague,2015,26,ATL,7,645,0.011,0.0,,,73,30.5,15.9,2.5,7.0,1.7,0.4,0.46,0.343,0.862,7.7,0.166
ORV,C,Andrew Bogut,2015,30,GSW,6,645,0.009,0.0,,,67,23.6,6.3,8.1,2.7,0.6,1.7,0.563,0.0,0.524,5.2,0.159
ORV,C,Nikola Vučević,2015,24,ORL,6,645,0.009,0.0,,,74,34.2,19.3,10.9,2.0,0.7,0.7,0.523,0.333,0.752,7.0,0.133
ORV,G,DeMar DeRozan,2015,25,TOR,3,645,0.005,0.0,,,60,35.0,20.1,4.6,3.5,1.2,0.2,0.413,0.284,0.832,4.0,0.09
ORV,F,Rudy Gay,2015,28,SAC,3,645,0.005,0.0,,,68,35.4,21.1,5.9,3.7,1.0,0.6,0.455,0.359,0.858,6.1,0.122
ORV,C,Andre Drummond,2015,21,DET,2,645,0.003,0.0,,,82,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0.0,0.389,7.7,0.147
ORV,F,Gordon Hayward,2015,24,UTA,2,645,0.003,0.0,,,76,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159
ORV,F,Kyle Korver,2015,33,ATL,2,645,0.003,0.0,,,75,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148
ORV,C,Joakim Noah,2015,29,CHI,2,645,0.003,0.0,,,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13
ORV,F,Dirk Nowitzki,2015,36,DAL,2,645,0.003,0.0,,,77,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152
ORV,G,Dwyane Wade,2015,33,MIA,2,645,0.003,0.0,,,62,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086
ORV,F,Carmelo Anthony,2015,30,NYK,1,645,0.002,0.0,,,40,35.7,24.2,6.6,3.1,1.0,0.4,0.444,0.341,0.797,2.9,0.097
ORV,C,Tyson Chandler,2015,32,DAL,1,645,0.002,0.0,,,75,30.5,10.3,11.5,1.1,0.6,1.2,0.666,0.0,0.72,10.3,0.216
ORV,G,Mike Conley,2015,27,MEM,1,645,0.002,0.0,,,70,31.8,15.8,3.0,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147
ORV,C,Brook Lopez,2015,26,BRK,1,645,0.002,0.0,,,72,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7.0,0.159
ORV,F,Kevin Love,2015,26,CLE,1,645,0.002,0.0,,,75,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165
ORV,G,Kyle Lowry,2015,28,TOR,1,645,0.002,0.0,,,70,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141
ORV,G,Khris Middleton,2015,23,MIL,1,645,0.002,0.0,,,79,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135
